Id,Id2,Total; Estimate; Total population,Total; Estimate; AGE - Under 5 years,Total; Estimate; AGE - 5 to 17 years,Total; Estimate; AGE - 18 to 24 years,Total; Estimate; AGE - 25 to 44 years,Total; Estimate; AGE - 45 to 54 years,Total; Estimate; AGE - 55 to 64 years,Total; Estimate; AGE - 65 to 74 years,Total; Estimate; AGE - 75 years and over,Total; Estimate; Median age (years),Total; Estimate; SEX - Male,Total; Estimate; SEX - Female,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,"Total; Estimate; White alone, not Hispanic or Latino",Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency),Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree,Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over,"Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $1 to $9,999 or loss","Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $10,000 to $14,999","Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $15,000 to $24,999","Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $25,000 to $34,999","Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $35,000 to $49,999","Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $50,000 to $64,999","Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $65,000 to $74,999","Total; Estimate; INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Population 15 years and over - $75,000 or more",Total; Estimate; Median income (dollars),Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - Below 100 percent of the poverty level,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - 100 to 149 percent of the poverty level,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Population for whom poverty status is determined - At or above 150 percent of the poverty level
8600000US20601,20601,25881,5.5,20.3,9.7,27.4,18.7,10.4,5,3.1,35.9,48.3,51.7,95.9,42.1,48.9,0.7,2.8,0.1,1.5,39.2,16695,6.9,30.4,37.7,17,8,1.5,20759,13,6,11.3,6.4,11.8,8.9,5.9,23.4,42882,25809,5.6,2.8,91.7
8600000US20602,20602,26647,8.5,19.5,8.7,32.6,13.5,8.9,4.4,3.8,32.6,45.9,54.1,94.4,35.9,52,1,3.1,0,2.3,32.7,16841,9.4,37.7,30.3,15.2,7.4,1.4,20533,11.7,8.4,9.6,10.4,12,10.8,6,17.2,38095,26443,13.3,7.1,79.6
8600000US20603,20603,31733,6.6,23.7,9,27.8,17,9.8,4,2.2,34.4,47.2,52.8,95,33.2,54.9,0.1,5.6,0.5,0.7,29.1,19255,4.7,22.9,34.8,22,15.7,2.1,23878,10.3,4.5,8.3,4.9,10.6,12.3,5.7,27.8,53129,31604,5.9,4.7,89.5
8600000US20606,20606,408,1.5,14.5,8.6,16.4,15.9,7.1,12.3,23.8,50.5,55.6,44.4,100,96.6,3.4,0,0,0,0,94.4,308,17.9,35.1,42.9,4.2,0,10,368,20.7,13.6,14.7,10.1,3.8,13.3,0,9,23042,408,7.4,20.6,72.1
8600000US20607,20607,9730,4.5,19.6,5.8,24.3,19.4,17.3,5.3,3.9,41.9,47.9,52.1,97.3,21.6,70.3,0,4.8,0,0.5,20,6825,4.7,24.3,30.3,20.1,20.7,3.2,7767,9.9,4.9,6.7,7,11.7,12.7,4.4,34.1,54806,9702,1.8,3.9,94.3
8600000US20608,20608,744,3.9,12.8,3.4,24.2,22.8,11,12.2,9.7,47.6,49.6,50.4,98.5,50.5,46.2,1.7,0,0,0,49.1,595,21.8,39.3,28.2,7.9,2.7,3.1,656,11.9,9.9,10.4,12.3,12.8,11.1,2.3,12.5,33241,744,3.2,9.7,87.1
8600000US20609,20609,1090,5.6,19.1,8.4,21.5,10.4,13.9,12.8,8.4,42.6,56.2,43.8,91.8,91.7,0.2,0,0,0,0,89.8,729,16.3,35.4,28.5,12.3,7.4,5.5,845,15.5,8.3,14.1,9.3,12.2,9.6,3.2,18.2,33583,1090,11.1,2.8,86.1
8600000US20611,20611,945,1,13.4,6.6,18.8,18.9,20.4,9,11.9,51.4,49.9,50.1,94.2,73.4,13.4,2.9,4.4,0,0,71.6,747,3.2,37.2,38.8,12.7,8,4.9,863,9.7,6.8,12.7,10.3,18.2,7.9,6.7,18,39000,945,3.2,1.6,95.2
8600000US20612,20612,372,0,0,0,13.2,14,24.2,3.8,44.9,57.9,44.6,55.4,90.9,90.9,0,0,0,0,0,90.9,372,27.2,35.5,15.9,11.8,9.7,17.1,372,19.4,10.5,7.8,9.1,5.4,26.9,0,7,28971,372,0,33.1,66.9
8600000US20613,20613,14284,5.4,17.1,9.3,25.2,19.9,11.5,7.8,3.7,41.1,51.7,48.3,97.6,38.6,56.3,1.6,0.5,0,0.6,34,9729,9,30.6,34.8,16.9,8.7,2.2,11715,9.8,7,8.9,7.6,11.3,11.8,7.6,23.1,47377,14244,3.5,2.5,94
8600000US20615,20615,433,0,27.5,0,45.7,3.5,4.6,10.4,8.3,38.8,46.7,53.3,100,100,0,0,0,0,0,100,314,6.4,21,41.7,16.2,14.6,24.3,355,0,0,10.1,0,25.9,0,7.6,30.7,72870,433,0,11.5,88.5
8600000US20616,20616,6604,6.6,18.8,10.6,29.2,14.5,9.9,6.8,3.6,35.6,45.9,54.1,96.4,40.6,53.6,0.7,1.5,0,0,37.6,4223,9,36,36.3,14.3,4.4,2.3,5160,13.5,7.6,9,7.4,11.2,13.2,5.9,18.4,41815,6604,4.4,2.7,92.9
8600000US20617,20617,969,2.8,21.6,15.1,15.2,13.7,13.2,12.1,6.4,42.2,40.2,59.8,87,73.8,13.2,0,0,0,0,73.8,587,12.6,22.7,32,10.4,22.3,14.8,770,18.8,10,5.7,9.5,5.1,3.4,1.9,21.9,31346,969,20.7,0,79.3
8600000US20618,20618,811,2.8,10.2,18.1,21.9,11.1,17.5,14.9,3.3,41.4,46.6,53.4,100,77.9,22.1,0,0,0,0,77.9,558,11.3,38.2,37.6,7.2,5.7,5.6,744,21.5,1.2,14.8,7.3,18.5,22.6,0,7.3,40417,811,6.4,2.2,91.4
8600000US20619,20619,10886,8.9,19.4,6.4,33.8,16.1,8.5,3.7,3.2,31.9,48.5,51.5,95.9,83.2,7.9,0,3.5,0,1.2,78.4,7106,3.3,16.8,26.6,30,23.3,3.9,8255,8.7,4.9,7.1,9.3,11.4,9.1,4,33.2,53344,10886,5.3,2.9,91.8
8600000US20620,20620,1291,2.3,18,7.4,25,16.6,14.9,12,3.7,41.1,50.7,49.3,97.4,69.2,24.2,0,1.6,0,2.4,66.9,932,16.4,21.9,41.7,9.5,10.4,7.6,1125,20.7,8.2,9.8,14.8,13,4.8,10,13.5,30807,1288,4.7,3.6,91.7
8600000US20621,20621,1385,6.4,20.7,10.8,12.9,17.9,10,16.6,4.7,43.9,47.6,52.4,97.2,49.1,47.8,0.3,0,0,0,49.1,860,9,37.9,31.6,17,4.5,4.1,1050,19,4.7,11.9,16.1,13.8,6.8,7.6,10,33183,1385,6.9,13.6,79.5
8600000US20622,20622,4781,3.8,13.6,11.8,23.2,16,15.2,9,7.4,44.3,53.6,46.4,96.6,78.1,15.8,1.5,0.1,0,1.1,77.6,3387,11.2,40.7,28.8,10.7,8.6,3.5,4150,14,7.5,10,10.6,8.7,6.1,6.5,21.3,35219,4044,2.6,1.4,96
8600000US20623,20623,2773,3.1,19.5,13.1,20.9,21.9,13.3,5.7,2.5,38.3,42.2,57.8,89,20.1,67.4,0,1.1,0,0.4,19.7,1783,7.1,22.4,34.8,22.7,13,6.6,2356,13,5.3,6.5,2.4,8.3,19.2,7.2,22.6,53095,2697,4.5,0.6,94.8
8600000US20624,20624,1229,5.1,10.7,15.3,18.3,20,15.3,10.7,4.6,45.2,54.8,45.2,100,95.3,4.7,0,0,0,0,95.3,847,7.6,55,29.2,2.1,6.1,7.7,1074,9,11,9.9,10.9,21.2,14.7,10.4,5.3,40313,1229,4.6,4.6,90.7
8600000US20625,20625,630,6.5,11.1,4.4,16.8,19.2,11,15.6,15.4,50.6,40.3,59.7,98.6,93.2,1.3,0,4.1,0,0,93.2,491,9.6,41.3,30.8,9.4,9,6.6,519,8.1,4.4,20,17,14.1,11.2,4,13.7,33068,630,20.3,1.6,78.1
8600000US20626,20626,247,2.4,5.7,0,19,25.5,13,30.8,3.6,54.3,47,53,100,89.5,10.5,0,0,0,0,89.5,227,13.2,35.2,21.6,26.4,3.5,5.7,227,15,3.5,21.1,7,3.5,6.6,6.2,26,30938,247,16.6,0,83.4
8600000US20628,20628,133,11.3,15.8,0,16.5,9.8,0,26.3,20.3,46.4,65.4,34.6,100,100,0,0,0,0,0,100,97,34,35.1,0,0,30.9,40.9,103,0,0,39.8,7.8,5.8,0,0,40.8,34844,133,0,9.8,90.2
8600000US20629,20629,263,7.2,0,0,21.7,11.4,26.2,17.9,15.6,59.3,44.5,55.5,100,100,0,0,0,0,0,78.3,244,11.1,22.1,42.2,19.3,5.3,7.3,244,4.1,0,4.9,4.9,5.3,19.7,11.1,26.6,64803,263,0,0,100
8600000US20630,20630,291,23.4,4.8,6.9,9.3,19.2,23.7,12.7,0,47.6,46,54,100,100,0,0,0,0,0,100,189,0,43.9,20.6,13.8,21.7,25.6,209,0,0,6.2,6.2,28.7,25.8,0,26.8,55179,291,0,0,100
8600000US20632,20632,359,15.6,9.7,8.4,25.9,24,10.6,3.9,1.9,40.9,57.4,42.6,96.7,83.8,12.8,0,0,0,0,83.8,238,16,59.7,10.9,13.4,0,12.7,292,12.7,2.4,12.3,14,12.7,19.2,3.1,7.2,35313,353,4,5.4,90.7
8600000US20634,20634,6769,8.5,18.7,3.5,35.3,16.2,11.3,4.7,1.8,34.6,47.4,52.6,97.7,69,24.8,0.3,2.6,0,0.9,66.4,4692,14.5,32.3,32.7,13.6,6.9,2.9,5077,18.8,5.7,7.1,11.1,11.9,8,5.9,20.9,36829,6764,9.2,8.9,81.9
8600000US20636,20636,10280,6.8,18.6,6.9,25.3,16.6,11.8,8.3,5.7,39.6,51.2,48.8,97.9,89.7,5.1,0,1.9,0,1.1,89.1,6967,6.7,30.8,28.7,18.7,15.1,3.8,8140,10.1,4.5,12,7.7,13.6,9.3,4.2,27.3,45831,10271,2.5,1.9,95.6
8600000US20637,20637,5102,2.9,14.2,9.8,20.2,24.7,15.9,7.7,4.7,46.4,48.5,51.5,96.7,76.7,16,0,4.1,0,0,74.5,3734,11,29.7,30.4,18.8,10.1,3.8,4409,15.3,4.6,10.5,8.4,8.1,10.8,4.6,29.5,47696,5100,5.5,0.5,94
8600000US20639,20639,14682,4.8,20.4,8.9,20.1,21.7,12.3,7.7,4.2,41.6,50.7,49.3,96.5,80.8,13.1,0.4,1.8,0,0.5,80.7,9684,6.9,30.7,26,22.1,14.3,2.6,11878,13.3,4.7,8.5,7.9,12.7,8.7,6,25.9,45157,14663,2.2,1.8,96.1
8600000US20640,20640,10579,8.1,19.2,10.7,27,15.3,9.5,6.1,4.1,35,48.7,51.3,95.7,46.8,44.4,1.9,1.9,0.1,0.6,45.9,6562,12,34.2,38.6,9.1,6.1,1.9,8214,14.8,8.1,10.2,8.6,11.9,12.3,4.3,14.7,35855,10449,8.2,9.6,82.3
8600000US20645,20645,1117,0,28,5.3,30.3,14.5,9.7,10.2,2,40.9,55.2,44.8,97,83.4,13.5,0,0,0,0,80.2,745,2.1,29.4,33.3,29.5,5.6,3.9,870,19.5,2.8,4.4,5.3,5.3,6.1,2.4,36.3,61000,1117,2.2,8.5,89.3
8600000US20646,20646,18937,5.8,17.6,7.3,23.3,16.6,14.8,8.3,6.5,42.4,50.7,49.3,98.2,75,19.4,0.4,2.8,0,0.6,70.8,13135,7.8,29.7,32.1,18.3,12.2,2.1,15386,11.3,5.1,9.5,9.3,10,10.2,4,25.3,44829,18048,7,4.4,88.6
8600000US20650,20650,13472,7,17.3,7.5,22.9,17.7,13.1,6.6,7.9,42.6,51.1,48.9,99.1,87.6,9.3,0.4,1.8,0,0.1,85.7,9183,10.7,29.3,23.6,19.4,17,3.2,10638,14.5,5.6,9.6,7.3,10.4,9.2,4.8,26,44018,13065,5.3,7.5,87.3
8600000US20653,20653,25580,8.2,19.3,11.6,30.3,13,9.9,5.3,2.3,30.5,50.6,49.4,95.1,63.1,26.3,0.6,4.7,0,0.4,56.6,15572,9.1,29.4,29.2,20.3,12,2.3,19711,15.6,6.1,11.7,9.2,10.7,8.6,4.1,19.4,35059,24906,11.6,5.9,82.5
8600000US20657,20657,19639,7.6,20.2,9.5,23.9,18.2,12.4,5.1,3.1,34.7,47.6,52.4,97,81.7,13.4,0,1,0,0.8,78.8,12309,6.1,31.7,38.6,12.5,11.1,1.9,15288,15.1,6.3,8.9,8.1,12.2,11.7,5.8,19,40763,19548,7.1,3.4,89.5
8600000US20658,20658,1005,3.7,17.4,8.8,18.3,21.6,9.8,14.2,6.3,45.7,53.6,46.4,96,71.7,21.8,0.8,1.7,0,0,71.7,705,7.5,46.7,30.6,11.1,4.1,3.7,832,11.3,5.3,9.5,5.5,13.8,13.1,7.1,20.4,44091,1005,7.3,6.6,86.2
8600000US20659,20659,24010,4.9,21.2,10.1,23.6,17.3,11.8,7.1,4,38,49.6,50.4,97.8,86.2,9.6,0.2,1.1,0,0.6,84.1,15325,9.9,41.2,30.2,11.2,7.5,2,19048,13.7,4.7,11.9,9.8,12.9,8.2,5.5,20.7,39002,23948,4.4,3.5,92.1
8600000US20660,20660,28,0,3.6,0,0,0,0,0,96.4,-,3.6,96.4,100,100,0,0,0,0,0,100,27,0,100,0,0,0,57.1,28,100,0,0,0,0,0,0,0,-,28,100,0,0
8600000US20662,20662,2836,3.6,19,7.2,17.8,18.8,17.5,11.2,4.9,46.4,51.8,48.2,100,64.2,35.8,0,0,0,0,63.8,1993,21.6,40.3,20.9,9.4,7.8,3.6,2395,14.7,7.6,13.8,5.1,10.9,10.8,5.3,13.3,34539,2769,15.6,7.3,77.1
8600000US20664,20664,2746,6.8,10.8,9.1,28.4,11.4,15,13.4,5.1,40.6,47.2,52.8,100,75.6,20.6,0.5,3.2,0,0,74.5,2012,13.2,46.7,24.3,7.7,8.2,3.6,2322,11.8,8.7,15.2,10.1,12.9,11.5,7.4,12.6,33983,2736,13.5,6.3,80.2
8600000US20667,20667,485,0,2.9,23.3,21.6,32.6,11.8,0,7.8,47.4,50.7,49.3,83.3,78.1,4.1,0,1,0,0,78.1,358,5.6,27.4,39.9,5.6,21.5,21.7,471,14.4,1.9,3.8,18,4.7,16.3,9.3,13.8,36591,433,0,0,100
8600000US20670,20670,1421,10.5,22.6,19.9,44.1,2.5,0.4,0,0,23.1,58,42,93.7,71.9,15.9,0.4,3.9,0.4,1.3,61.3,668,1.6,27.8,45.1,15.1,10.3,6.4,976,6.7,1.3,13.7,19.8,12.3,11.9,6.1,8.7,34455,1106,4.1,6.2,89.7
8600000US20674,20674,813,3.3,14,2.8,14.6,22,21.4,14.8,7,53.7,47,53,95.3,92.1,0,0,3.2,0,0,92.1,649,9.1,30,30.4,18.3,12.2,8.1,715,19.6,5.9,8.3,3.4,11.9,15.2,3.1,20.3,40714,813,17.6,3.4,79
8600000US20675,20675,1398,3.6,10,4.4,20.7,20.9,18.7,15.5,6.2,50.9,50.8,49.2,94.7,68.9,18.9,4.7,2.2,0,0,67.4,1146,14,23.4,37.6,19.9,5.1,3.6,1227,15.9,4,11.2,13.5,9.2,13.5,2.1,23.1,39208,1386,14.5,1.1,84.4
8600000US20676,20676,4478,8,22.4,6.7,24.1,16.5,11.6,6.8,3.8,38.8,54.4,45.6,100,88.3,11.1,0.5,0,0,0,87.4,2815,9.3,33,27.3,19.4,11,4,3291,14.7,4.5,9,10.4,12.6,9.5,4.6,22.5,42015,4478,4.8,7.7,87.6
8600000US20677,20677,2270,2.4,21.9,10.7,20,21.6,12.1,7.3,3.9,42.9,50.4,49.6,97.5,77.7,18.1,0,1.3,0,0.4,77.7,1474,7.2,25,28,26.9,12.8,5.2,1863,12.9,6.3,10,5.7,7.6,4.8,4,34.2,50714,2270,3.3,3.2,93.6
8600000US20678,20678,12285,4.6,18.1,8.5,26.8,15.4,13.2,6.9,6.5,40.5,50.3,49.7,96.5,69.5,25.7,0,1.3,0,0,65.9,8458,12,38.3,30.2,12.2,7.3,1.7,9977,13.7,8,12.1,10,10.5,8.3,7.1,18.2,35172,11822,9.5,6.3,84.2
8600000US20680,20680,1461,10.5,13.1,6.2,25.4,27.7,8.6,4.2,4.2,44.1,37.4,62.6,87.5,65.2,22.2,0,0.1,0,0,65.2,1024,2,40.2,45.2,6.1,6.5,6.1,1202,8.7,3.8,16.6,15,17.7,12.9,0.7,17.4,40181,1461,13.8,7.9,78.3
8600000US20684,20684,1116,14.3,11.3,16,26.7,8.2,11.4,6.2,5.9,31,35.3,64.7,89,75.4,12.9,0,0.7,0,0,75.4,651,6.8,32.6,37.2,14.7,8.8,7.9,836,23.6,8.3,24,6.8,0,3.5,7.7,20.5,19939,1108,8.3,37.3,54.4
8600000US20685,20685,6313,4.1,18.8,8.6,19.7,23,13.7,8.4,3.8,44.6,52,48,97.1,81.8,11.5,0.7,0.7,0,2.4,79.7,4330,5.2,31.1,34.5,18.8,10.4,2.9,5229,11.4,6.6,8.3,8.1,12.1,9,5.3,26,46502,6305,5.8,3.7,90.5
8600000US20686,20686,1020,0,9.2,84.3,6.5,0,0,0,0,19.9,40.4,59.6,99.1,87.8,5.8,0,2.9,1.5,1.1,84,66,0,0,0,0,100,36.3,986,63.5,0.9,2.4,0,1.6,0.2,0,10.3,2714,172,0,0,100
8600000US20687,20687,379,0,12.9,0,13.5,16.6,25.3,31.7,0,60.1,45.4,54.6,96.3,96.3,0,0,0,0,0,85,330,4.2,27.6,23.9,20,24.2,22.8,360,15,0,18.1,19.7,13.3,25.8,8.1,0,31842,379,0,0,100
8600000US20688,20688,1559,1.9,4.4,2.4,13.8,13.9,9.8,15.4,38.5,68.2,47.5,52.5,96.9,91.3,4.8,0,0.8,0,0,90.3,1424,8.6,11.3,21.1,32,27.1,9.2,1472,12.7,7.5,10.1,12.1,15.3,9.7,5.7,21.9,39909,1424,7.9,2.3,89.7
8600000US20689,20689,1440,6.3,15.4,11.1,19.2,22.2,14.9,7.9,2.9,41.3,44.7,55.3,99.2,74.7,22.8,0,0,0,1.7,74.1,968,8.7,36.6,29.1,14.4,11.3,5.9,1175,12.3,8.7,8.8,3.7,9.3,12,5.4,30.3,53669,1422,3.6,0,96.4
8600000US20690,20690,567,0,23.1,0,7.1,26.8,22,19.4,1.6,54,52.4,47.6,96.1,92.1,0,0,4.1,0,0,92.1,436,6.7,11.9,24.3,17.7,39.4,11.2,462,2.6,10,5.2,5.4,5.8,0,3,50.2,84792,567,9.3,2.3,88.4
8600000US20692,20692,1676,6.4,12.5,7,23.9,19.4,21,3,6.7,45,49.3,50.7,99.1,97.4,1.7,0,0,0,0,96.1,1240,6.2,27.7,40.3,16.1,9.6,4.8,1411,5.5,2.8,13.7,13.2,12.8,5.4,3.6,26.6,40302,1676,4.1,2.4,93.5
8600000US20693,20693,1243,2.6,13.1,11.8,18.2,26.9,9.9,12.5,5.1,46.6,51.5,48.5,95.3,77,12,6.3,0,0,0,76,901,15.4,30.1,24.6,21.3,8.5,5.4,1075,12.4,11.5,7.8,10.1,9.2,12,3.3,25,42639,1243,1.1,2.6,96.3
8600000US20695,20695,4829,4.2,16.9,6.8,23.6,18.3,14.3,11.6,4.3,44.4,48.9,51.1,96.2,46.3,45.5,0,2.3,0,2.1,46.3,3481,4.7,30.8,33.7,16.8,14,3.5,4009,13,4.2,9.2,5.7,12.9,13.7,4.4,29.8,50885,4829,2.1,3.3,94.6
8600000US20701,20701,92,0,0,6.5,57.6,25,10.9,0,0,40.5,0,100,100,45.7,54.3,0,0,0,0,43.5,86,37.2,32.6,27.9,0,2.3,6,92,37,3.3,0,0,0,0,0,0,"2,500-",0,-,-,-
8600000US20705,20705,26658,7.3,18.2,6.5,30.6,15.7,10.7,6.4,4.6,37.1,48,52,96.8,30.2,36.7,0.7,15.3,0,14,21.5,18111,16.6,24.2,24.5,22,12.7,1.9,20761,13.5,7,10.6,10.4,14.4,12.2,4.6,15.3,37234,26499,10.4,4.2,85.5
8600000US20706,20706,38682,7,18.6,10.7,25.5,14.1,13.4,6.5,4.3,36.4,48.5,51.5,98.1,15.5,69,0.2,3.9,0,9.6,7.2,24642,16.6,26.9,30.5,16.1,9.8,1.3,30587,13.6,6.1,10.1,12.5,15.7,8.9,5.2,11.8,34559,38313,10.4,6.7,83
8600000US20707,20707,32099,8,14.6,7.1,33.4,14.5,11.5,6.7,4.3,36.5,46.9,53.1,96.4,37.4,43.8,0.5,8.5,0,6.1,30,22567,12.3,22.8,25.4,22.2,17.4,1.7,25747,12.4,5.4,11,9.5,13.7,12.7,6.5,18.5,41931,31804,7.7,4.5,87.8
8600000US20708,20708,25375,9.4,17,8.5,32.3,14.5,9.7,4.9,3.8,33.7,46.5,53.5,97.2,22.3,62.1,0,6,0,6.8,18,16530,12.3,24.7,26.7,22.8,13.5,1.7,19431,12.3,5.3,9.4,10.4,16.4,13.3,5.1,16.3,41551,24915,7.1,6.1,86.9
8600000US20710,20710,9559,8.2,17.5,9.8,33.4,10.5,10.4,6,4.2,34.6,45.7,54.3,99.1,15.7,63.5,0,1.8,0,18.1,4.1,6170,23.3,37.3,26.3,7.9,5.3,1.8,7457,12.8,11.3,17.6,14.8,14.9,8.4,3.5,5.8,27465,9503,18.1,9.7,72.2
8600000US20711,20711,6586,5.8,17,8.9,23.9,17.4,13.6,7.5,5.9,39.7,49,51,98.1,76.4,15.8,0.1,1.4,0,4.4,74,4496,15.4,42.6,24.1,9.2,8.8,4.5,5366,16,4.9,13.5,6.7,14.2,10.2,5.8,16.6,37611,6586,12.4,8,79.7
8600000US20712,20712,9000,8.9,15,8.6,37.7,10.9,12.4,4.8,1.8,32.5,46.3,53.7,96.2,31.2,49.3,0,1,0,14.7,12.4,6077,26.4,25.5,20.3,17.9,10,2.5,7143,11.4,5.7,17.6,15.8,14.3,8.2,4.1,9.3,29427,8988,14.8,10.6,74.7
8600000US20714,20714,4598,4.3,20.1,7,27.4,14,13.7,7.5,6,37.1,46.8,53.2,95.7,84.2,3.4,0.3,1,0,6.7,82.9,3152,9.4,37.6,30.1,13.3,9.6,3.8,3630,11.5,5.3,11,13.7,12.2,10.3,4.9,21.6,40098,4563,10.4,1.6,88
8600000US20715,20715,26906,6.2,15.8,11.8,23.8,15.9,12.1,6.9,7.4,39.5,49.9,50.1,96,62.3,26.8,0.7,4,0.1,2.2,56.3,17782,4.5,20.1,29,26.5,19.9,2,21865,15.5,5.5,9.8,9.8,10.6,10.3,4.2,24.2,40968,25402,2.9,3.5,93.6
8600000US20716,20716,21184,6.8,17.9,8.2,28.3,16.8,11.9,6.2,3.9,38.2,47,53,96,28.1,62,0,4.1,0,1.7,24.2,14210,5.3,18.8,31.5,25.7,18.6,2.2,16863,11.4,6.1,8.4,8.4,9.8,12.5,6.6,26.6,50564,21007,3.8,2.6,93.6
8600000US20720,20720,22097,7.3,15.2,10.1,28.1,16.7,13.3,7.1,2.1,38.6,47.6,52.4,95.9,24.7,60.5,0.2,9.5,0,1.1,21.7,14883,6.1,15,26.6,29,23.3,2.9,17818,13,4.9,6.9,7.6,9.7,10.8,5.8,31.3,53057,21962,3.3,1.4,95.3
8600000US20721,20721,27847,7.3,17,7.9,21.9,17.9,15.6,7.8,4.6,42.4,45.9,54.1,98.1,8.4,86.3,0.3,2.5,0,0.5,7.5,18863,3.1,14.3,30.4,28.3,23.8,1.9,22539,11.8,4.5,6.4,5.4,10,10.5,6.1,32.9,56885,27396,4.8,1.8,93.3
8600000US20722,20722,5883,6.7,16.1,11.7,28.5,14.9,10.8,7.6,3.7,35.7,48.1,51.9,98.6,39.5,36.5,0,4.2,0,18.4,10.5,3848,33.8,27.4,23.6,9,6.2,1.6,4704,14.2,9.3,16,14.9,13.1,8.4,2.8,5.9,26652,5882,15.1,11.4,73.5
8600000US20723,20723,31049,6.9,20.6,7.7,30.3,16.5,11.3,4.7,1.8,35.8,47.6,52.4,94.9,49,28.1,0.4,16.1,0,1.3,45,20082,4.2,19.7,24.9,27.6,23.7,2.2,23986,11.9,3.9,8.1,8.1,10.9,9.2,5.5,30.9,52399,31013,4.2,4.2,91.6
8600000US20724,20724,17000,9,14.6,7.8,36.5,17.6,8.4,4,2.2,34.2,48,52,95.9,38.7,48.2,0,4.7,0,4.3,33.6,11663,8.9,19.9,29.4,20.5,21.3,3.6,13547,7.6,6.5,9.4,10.5,13,11.3,7.5,24.9,46792,16774,3.1,4.2,92.7
8600000US20732,20732,9861,6,19.8,9.6,27.5,17.4,12,5.1,2.7,35.5,47.3,52.7,95.3,85.1,9,0,0.8,0,0.4,83.3,6375,8,29.2,33.2,17.7,11.9,2.8,7893,14.5,5.3,8.1,10.1,15.3,10.2,3.7,22,41155,9838,7.4,3,89.6
8600000US20733,20733,2747,5.5,16.9,8,22.2,20.4,16,6.9,4,42,52,48,91.8,83.8,6.7,0,0,0,1.2,80.9,1911,6.2,31.9,31.7,18.2,12,3.8,2239,13.5,5,8.4,5.3,11.7,12.2,8.4,25.1,51222,2747,2.3,1.9,95.8
8600000US20735,20735,38237,5.8,16.7,8.5,24.5,17.6,14.3,8,4.6,41.5,47.5,52.5,97.7,10.1,83.5,0.1,2.6,0,1.2,7.9,26391,7.5,30.6,33.4,17.7,10.8,1.4,31176,11.3,4.9,9.8,9.7,11.6,11.7,6.2,23.8,45415,37498,4.9,2.8,92.3
8600000US20736,20736,9517,3.5,21.1,8.4,19.8,18.7,14.7,8.1,5.6,44,50.9,49.1,99.2,85.6,10.6,0.2,2.6,0,0.2,83.6,6373,5.4,31.3,30.4,18.1,14.8,3.1,7697,13.8,6.3,8.8,6.9,10.8,8.2,6.2,28.2,47906,9507,1.8,2.4,95.8
